line_number,text,speaker_id,language,gender
33,बड़ी टोकरी के निचे तारकोल लगा दी।,0050,Hin,m
34,"खरगोश दोनों टोकरियां ले कर नेवले के पास गया और बोला, चलो वहां पहाड़ पर चलते है।",0050,Hin,m
35,"वहां मीठे आम के पेड़ है। आम लेकर आते है। नेवले ने झट से, ज़ायदा आम लाने के लालच में बड़ी टोकरी उठा ली।",0050,Hin,m
36,पहाड़ पर जाकर दोनों ने आमों से अपनी टोकरियां भर ली।,0050,Hin,m
37,नेवले की टोकरी भारी हो गई। उनसे जैसे ही अपनी टोकरी निचे रखी।,0050,Hin,m
38,तारकोल लगा होने से उसकी टोकरी नीचे ही चिप्पक गई।,0050,Hin,m
39,"उसने पूरा ज़ोर लगाया अपनी टोकरी को वापस उठाने के लिए, इससे उसके पंजे छिल गए।",0050,Hin,m
40,"तब खरगोश ने नेवले को मरहम लगाने को दिया और कहा इसे लगा लो, आराम मिलेगा।",0050,Hin,m
41,नेवले ने जैसे ही मरहम लगाया तो वो दर्द में बेहाल हो गया।,0050,Hin,m
42,तब नेवले को खरगोश की चाल समझ आ गई।,0050,Hin,m
43,और उसने अब से दूसरों के साथ ऐसी बदमाशी नहीं करने की कसम खा ली।,0050,Hin,m
44,क्योंकि उसे समझ आ गया कि उसकी बदमाशी से दुसरो को भी कितना दर्द होता होगा।,0050,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0051,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0051,Hin,m
3,निर्माता बी.पी. सिंह कहते हैं कि हमें यह तथ्य स्वीकारना ही होगा कि अभी हमारी हॉलीवुड सीरीज से कोई तुलना नहीं है।,0051,Hin,m
4,पोस्ट पढ़ने के बाद लोगों में गुस्सा बढ़ गया ।,0051,Hin,m
5,तलाक के बाद बने नए रिश्ते : गौरतलब है कि अरबाज खान और मलाइका अरोड़ा की शादी उन्नीस  सौ अट्ठानवे   में हुई थी ।,0051,Hin,m
6,"बेंगलुरु में शिक्षिका, कश्मीरी छात्र और गुवाहाटी में प्रोफेसर गिरफ्तार ।",0051,Hin,m
7,हर स्कूल में पाँच  से छह  टीचर्स हैं।,0051,Hin,m
8,शाह ने कहा- जावेद अख्तर को अपने प्रधानमंत्री मोदी पर कश्मीर में किए जा रहे अत्याचारों का आराेप लगाने का साहस भी होना चाहिए।,0051,Hin,m
9,ब्रह्मवैवर्त पुराण के अनुसार इस दिन भगवान विष्णु गंगाजल में निवास करते हैं।,0051,Hin,m
10,नागिन-तीन  एक्ट्रेस मौनी रॉय लेती हैं एक   लाख रुपए,0051,Hin,m
11,रविवार को बाबूलाल गौर ने कहा कि दिग्विजय सिंह ने उन्हें लोकसभा चुनाव के लिए भोपाल संसदीय क्षेत्र से कांग्रेस की ओर से चुनाव लड़ने का ऑफर दिया था ।,0051,Hin,m
12,इसके बाद ही मिशेल को प्लास्टिक बोतल और कैनों के बदले किताबें देने का आइडिया आया।,0051,Hin,m
13,खगोलविदों के मुताबिक आज का चंद्रमा पहले से ज्यादा चमकीला दिखेगा।,0051,Hin,m
14,"संत रविदास ने कहा कि वहीं होगा, जहां आप रखकर गए थे ।",0051,Hin,m
15,हम मंदिर से करीब पाँच सौ  मीटर दूर ही थे कि तेज रफ्तार ट्रक लोगों को कुचलता हुआ निकल गया।,0051,Hin,m
16,करीना इस पर शॉक्ड हो जाती हैं और प्रियंका से कहती हैं कि क्या आपको सच में नहीं पता कि वरुण किसे डेट कर रहा है? प्रियंका इस पर नकारात्मक जवाब देती हैं ।,0051,Hin,m
17,एक अन्य संदर्भ ब्रह्मवैवर्त पुराण में देवी राधा और श्रीकृष्ण का मिलता है।,0051,Hin,m
18,लेकिन जैसे-जैसे समय निकलता गया उन्होंने अपनी शक्ति भगवान राम और कृष्ण की भक्ति में लगाई।,0051,Hin,m
19,ऐसे ही कुछ जूनियर और सीनियर खिलाड़ी ये हैं ।,0051,Hin,m
20,ये देखकर संत रविदास दुखी हो गए और उन्होंने वह पत्थर लेने से मना कर दिया ।,0051,Hin,m
21,इस मैच में युवराज ने रिवर्स स्विप से छक्का लगाया।,0051,Hin,m
22,विवादों में घिरने के बाद वह लखऊ एयरपोर्ट से ही वापस लौट गए।,0051,Hin,m
23,बहुत पुरानी बात है। एक बार एक राज-दरबार में एक साहूकार आया जो किसी भी वस्तु को देखकर उसका सही-सही दाम बता देता था।,0051,Hin,m
24,राजा ने उसकी परीक्षा लेने की सोची।,0051,Hin,m
25,उसने राजकुमार को दरबार में बुलाया और साहूकार से पूछा- क्या तुम हमारे राजकुमार का दाम बता सकते हो।,0051,Hin,m
26,इससे साहूकार सोच में पड़ गया। इससे पहले उसने किसी आदमी का दाम नहीं लगाया था।,0051,Hin,m
27,"उसने राजकुमार को ध्यान से देखा और बोला- महाराज, दाम तो मैं एकदम सही बता दूंगा, लेकिन वचन दें कि आप क्रोधित नहीं होंगे।",0051,Hin,m
28,राजा बोले - आप निश्चित होकर बताएं।,0051,Hin,m
29,"साहूकार- महाराज, राजकुमार के माथे के लिखे की तो मैं कह नहीं सकता।",0051,Hin,m
30,और वैसे राजकुमार का दाम दो आना रोज से अधिक नहीं है।,0051,Hin,m
31,राजा बुद्धिमान था। वह साहूकार के कहने का आशय समझ गया कि यदि राजकुमार को वर्तमान में एक साधारण व्यक्ति की तरह काम पर या मजदूरी पर भेजा जाए तो वह दो आना रोज से ज्यादा नहीं कमा पाएगा।,0051,Hin,m
32,राजा ने साहूकार की योग्यता की खूब प्रशंसा की और उसे ढेर सारे पुरस्कार दिए।,0051,Hin,m
33,"सीख : हमें अपनी योग्यता, क्षमता और सामर्थ्य के अनुसार निरंतर पुरुषार्थ, कर्म करते रहना चाहिए।",0051,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0052,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0052,Hin,m
3,माघ पूर्णिमा पर चंद्रमा अपनी सोलह कलाओं से पूर्ण होता है।,0052,Hin,m
4,उन्नीस  सौ नवासी  में नेहरू कप के उस मैच में उनकी कप्तानी में पाकिस्तानी टीम को जीत मिली थी।,0052,Hin,m
5,"पूर्व मंत्री ने कहा कि दिग्विजय सिंह सुर्खियों में रहना चाहते हैं, इसलिए इस तरह के अर्नगल आरोप लगाते रहते हैं ।",0052,Hin,m
6,"इनमें उपजिलाधिकारी, सिटी मजिस्ट्रेट, अपर जिलाधिकारी वित्त एवं राजस्व, अपर आयुक्त स्तर के अधिकारी शामिल थे।",0052,Hin,m
7,रोज़ाना श्रद्धालु यहां स्नान करने के लिए पहुंचते ही हैं लेकिन खास मौकों या फिर शाही स्नान पर यहां का नज़ारा देखने लायक होता है।,0052,Hin,m
8,सर्जिकल स्ट्राइक-दो ? लेकिन रक्षा मंत्रालय के अंदर अभी भी गपशप की ही स्थिति है।,0052,Hin,m
9,इमरान भारत के खिलाफ इस मैदान पर  उन्नीस  सौ सतासी   में दो प्रदर्शनी मैच खेल चुके हैं।,0052,Hin,m
10,सरकार ने लोकसभा चुनाव से पहले सूबे के तेरह  जिलों के कप्तान बदल दिए हैं।,0052,Hin,m
11,दिग्विजय सिंह ने अपनी ही सरकार की कार्यशैली पर उठाए सवाल ।,0052,Hin,m
12,उन्होंने जिलेखा के घर पर पत्थरबाजी भी की ।,0052,Hin,m
13,"युवराज ने कहा, मैं बहुत खुश हूं कि क्रिकेट को दोनों देशों की दोस्ती को मजबूत करने के लिए चुना गया।",0052,Hin,m
14,पूर्णिमा तिथि की शाम तुलसी के पास दीपक जलाएं।,0052,Hin,m
15,रोजाना एक टेबलेट लेना होगा।,0052,Hin,m
16,नासा के मुताबिक अगला सुपरमून सात  साल बाद यानी  दो सौ छब्बीस       में दिखाई देगा।,0052,Hin,m
17,"इस सुपरमून को स्नोमून भी कहा जा रहा है, क्योंकि उत्तरी भाग में यह समय बर्फबारी का है।",0052,Hin,m
18,राष्ट्रीय राजनीति पर चर्चा होती रही।,0052,Hin,m
19,बेटा लड़ेगा चुनाव!,0052,Hin,m
20,हाल में गौर ने कहा था कि भाजपा अब कुशाभाऊ ठाकरे वाली पार्टी नहीं है ।,0052,Hin,m
21,"हरीरा में इस्तेमाल होने वाली हल्दी, सौंठ, जीरा, गुड़ और बादाम जैसी चीजें काफी पौष्टिक होती हैं।",0052,Hin,m
22,ताकि लोकसभा का कार्यकाल पूरा होने के पहले उसकी स्मृतियों को संजोया जा सके।,0052,Hin,m
23,किसी गांव में एक व्यापारी रहता था तथा उसकी भगवान में बड़ी आस्था थी|,0052,Hin,m
24,एक बार व्यापारी किसी दूसरे शहर से अपने घर लौट रहा था|,0052,Hin,m
25,"बस से उतरकर वह पैदल अपने घर के रास्ते पर जा रहा था, तभी रास्ते में उसे एक बड़ा सा चमकीला पत्थर दिखा|",0052,Hin,m
26,उस पत्थर की ओर व्यापारी आकर्षित हो गया और उसने सोचा कि क्यों न इसे अपने साथ ले जाऊं? इस खूबसूरत पत्थर से अपने घर के लिए शानदार भगवान की मूर्ति बनवाऊंगा|,0052,Hin,m
27,व्यापारी ने पत्थर उठा लिया और रास्ते में ही एक प्रसिद्ध मूर्तिकार की दुकान पर रुका और उसे कहा- इस पत्थर की एक खूबसूरत-सी देवी मां की प्रतिमा बना दीजिए|,0052,Hin,m
28,"मूर्तिकार ने कहा- ठीक है बन जाएगी, आप कुछ दिन बाद आकर ले जाइएगा|",0052,Hin,m
29,अब मूर्तिकार ने उस पत्थर को तराशने का काम शुरू किया और अपने औजार लेकर पत्थर को काटने में जुट गया|,0052,Hin,m
30,जैसे ही मूर्तिकार ने पहला वार किया उसे पता चला कि पत्थर बहुत ही कठोर है|,0052,Hin,m
31,मूर्तिकार ने एक बार फिर से पूरे जोश के साथ प्रहार किया लेकिन पत्थर टस से मस भी नहीं हुआ|,0052,Hin,m
32,अब तो उसको पसीना छूट गया|,0052,Hin,m
33,वो लगातार हथौड़े से प्रहार करता रहा लेकिन पत्थर नहीं टूटा|,0052,Hin,m
34,उसने लगातार कई दिनों तक प्रयास किए और अपनी तरफ से 99% मेहनत की लेकिन पत्थर तोड़ने में नाकाम रहा|,0052,Hin,m
35,"कुछ दिन बाद जब व्यापारी मूर्तिकार से अपनी मूर्ति लेने आया, तब मूर्तिकार ने उसे सारी बात बताते हुए कहा कि इस पत्थर से तो आपकी मूर्ति नहीं बन पाएगी|",0052,Hin,m
36,व्यापारी यह सुनकर दु:खी हो गया और अपना पत्थर लेकर वह वहां से चला गया|,0052,Hin,m
37,आगे जाकर उसने किसी दूसरी दुकान के मूर्तिकार को वही पत्थर मूर्ति बनाने के लिए दे दिया|,0052,Hin,m
38,अब इस मूर्तिकार ने अपने औजार उठाए और पत्थर काटने में जुट गया|,0052,Hin,m
39,"जैसे ही उसने पहला हथौड़ा मारा पत्थर टूट गया, चूंकि पत्थर पहले मूर्तिकार की चोटों से काफी कमजोर हो गया था|",0052,Hin,m
40,व्यापारी यह देखकर बहुत खुश हुआ और देखते ही देखते मूर्तिकार ने देवी मां की सुंदर प्रतिमा बना दी|,0052,Hin,m
41,व्यापारी मन ही मन पहले मूर्तिकार की दशा सोचकर मुस्कुराया कि उस मूर्तिकार ने 99% मेहनत की लेकिन आखिर में थक गया|,0052,Hin,m
42,काश! उसने एक आखिरी प्रहार और भी किया होता तो वो सफल हो जाता|,0052,Hin,m
43,"दोस्तो, यही बात हम में से कई लोगों पर भी लागू होती है|",0052,Hin,m
44,"बहुत से लोग जिन्हें लगता है कि कठिन प्रयासों के बावजूद वे सफल नहीं हो पा रहे, लेकिन सच तो यह है कि वो आखिरी प्रयास से पहले ही थक जाते हैं|",0052,Hin,m
45,लगातार कोशिशें करते रहिए|,0052,Hin,m
46,"क्या पता आपका अगला प्रयास ही वो आखिरी प्रयास हो, जो आपका जीवन बदल दे|",0052,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0053,Hin,f
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0053,Hin,f
3,संसद सत्र के अंतिम दिन बहुत सारे सांसद अलग-अलग दलों के होने के बावजूद एक साथ सेल्फी और फोटोग्राफ ले रहे थे।,0053,Hin,f
4,इसके बाद चौबीस  फरवरी को गोरखपुर और सत्ताईस  फरवरी को कांग्रेस के गढ़ अमेठी जाएंगे।,0053,Hin,f
5,स्नान के बाद अमित शाह और सीएम योगी ने गंगा आरती की।,0053,Hin,f
6,"चाहे वह वंदेमातरम का मामला हो, प्रोटेम स्पीकर का चुनाव हो ।",0053,Hin,f
7,"महर्षि भृगु की पहली पत्नी का नाम ख्याति था, जो उनके भाई दक्ष की कन्या थी।",0053,Hin,f
8,कार्यक्रम में संतों का मार्गदर्शन प्राप्त होगा।,0053,Hin,f
9,उनकी माता का नाम श्रीमति कलसा देवी और पिता का नाम श्रीसंतोख दास जी था।,0053,Hin,f
10,"ट्रम्प ने कहा कि हम चाहते तो बात कर सकते थे, लेकिन हमारे पास कोई नहीं था।",0053,Hin,f
11,माघ माह की पूर्णिमा को बहुत पवित्र माना जाता है।,0053,Hin,f
12,दूसरे को सुरक्षित बाहर निकालकर उसे अस्पताल में भर्ती करवाया गया है।,0053,Hin,f
13,"हिंदू घर्म में ऐसे कई पुराण, शास्त्र और नीतियां हैं जिनमें सफल जीवन का रहस्य छिपा हुआ है।",0053,Hin,f
14,"उन्होंने कहा था भाजपा नेताओं द्वारा विधायकों को  एक  सौ   - एक  सौ    करोड़ के ऑफर दिए गए थे, मेरे पास उसके सबूत हैं ।",0053,Hin,f
15,अनारक्षित वर्गों के रोस्टर से यह दस  प्रतिशत आरक्षण सिस्टम लागू किया जाएगा।,0053,Hin,f
16,"वहीं दूसरे ट्वीट करते हुए लिखा, संगम नगरी प्रयागराज में आयोजित सनातन संस्कृति की प्राचीनता, भव्यता और एकता के प्रतीक कुम्भ मेले में विभिन्न संत महात्माओं के साथ कुंभ स्नान करने का सौभाग्य प्राप्त हुआ।",0053,Hin,f
17,लक्ष्मीकांत शर्मा का कद बढ़ने लगा तो उन्हें व्यापमं में फंसा दिया ।,0053,Hin,f
18,उन्होंने वहां के एकुवेनी स्पोर्ट्स ग्राउंड पर मालदीव क्रिकेट टीम के खिलाफ एक ऐसा छक्का लगाया जिसे प्रशंसकों ने सोशल मीडिया पर खूब शेयर किए।,0053,Hin,f
19,संत रविदास की एक कहावत बहुत प्रचलित है ।,0053,Hin,f
20,ब्रेबॉर्न में भारत से दो प्रदर्शनी मैच खेल चुके हैं इमरान ।,0053,Hin,f
21,कराची आर्ट काउंसिल ने जावेद अख्तर और शबाना आजमी को उनके पिता कैफी आजमी की कविताओं पर होने वाले शताब्दी समारोह लिट्रेचर कॉन्फ्रेंस में बुलाया था।,0053,Hin,f
22,भागकर अपने दो बच्चाें और भाई के पास गया और उनके साथ घर चला गया।,0053,Hin,f
23,एक नदी किनारे हरा-भरा विशाल पेड़ था। उस पर खूब स्वादिष्ट फल लगे थे।,0053,Hin,f
24,उसी पेड़ पर एक बदंर रहता था। बडा मस्त कलंदर।,0053,Hin,f
25,"जी भरकर फल खाता, डालियों पर झूलता और कूदता-फांदता रहता।",0053,Hin,f
26,उस बंदर के जीवन में एक ही कमी थी कि उसका अपना कोई नहीं था।,0053,Hin,f
27,"न उसके कोई भाई था और न कोई बहन, जिनके साथ वह खेलता।",0053,Hin,f
28,एक दिन वह एक डाल पर बैठा नदी का नजारा देख रहा था कि उसे एक लंबा विशाल जीव पेड़ की ओर तैरकर आता नजर आया।,0053,Hin,f
29,"बंदर ने ऐसा जीव पहले कभी नहीं देखा था। उसने उस विचित्र जीव से पूछा- 'अरे भाई, तुम क्या चीज हो?'",0053,Hin,f
30,विशाल जीव ने उत्तर दिया- 'मैं एक मगरमच्छ हूं।,0053,Hin,f
31,नदी में इस साल मछलियों का अकाल पड़ गया है।,0053,Hin,f
32,"बस, भोजन की तलाश में घूमता-घूमता इधर आ निकला हूं।'",0053,Hin,f
33,"बंदर दिल का अच्छा था। उसने सोचा कि पेड पर इतने फल हैं, इस बेचारे को भी उनका स्वाद चखना चाहिए।",0053,Hin,f
34,उसने एक फल तोड़कर मगर की ओर फेंका। मगर ने फल खाया।,0053,Hin,f
35,बहुत रसीला और स्वादिष्ट। वह फटाफट सारेफल खा गया और फिर बंदर की ओर देखने लगा।,0053,Hin,f
36,"बंदर ने मुस्कराकर और फल फेकें। मगर सारे फल खा गया और अंत में उसने डकार ली और पेट थपथपाकर बोला 'धन्यवाद, बंदर भाई।",0053,Hin,f
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0054,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0054,Hin,m
3,ये तस्वीरें ऐसी हैं कि आपका मन मोह लेंगी और आपसे नज़रे ही नहीं हटा पाएंगे।,0054,Hin,m
4,मलाइका ने तलाक से एक रात पहले की दास्तान बताई ।,0054,Hin,m
5,प्रदोष व्रत कथा व विधि ।,0054,Hin,m
6,ब्रह्मवैवर्त पुराण में इस संबंध में बताया गया है कि माघी पूर्णिमा पर भगवान विष्णु गंगाजल में निवास करते हैं।,0054,Hin,m
7,"मुबारक हो, आपका नन्हा शिशु आपकी गोद में आ चुका है।",0054,Hin,m
8,"हमने जो दस्तावेज बनाए गए हैं, उसमें लिखा गया है कि न्यायिक जांच की प्रक्रिया चल रही है और जो जांच रिपोर्ट आई है ।",0054,Hin,m
9,"यहां लगने वाली याचिकाएं, राजीनामे और जमानत आवेदन पर निकलने वाले आदेश में सख्त लहजे में विनम्र कार्य के निर्देश होते हैं।",0054,Hin,m
10,राजस्थान की पूर्व मुख्यमंत्री वसुंधरा राजे सिंधिया सोमवार की देर शाम संगम नगरी पहुंची।,0054,Hin,m
11,इस पूर्णिमा पर चंद्रमा और पृथ्वी के बीच की दूरी कम हो जाती है।,0054,Hin,m
12,दोनों देशों के बीच पाँच  क्षेत्रों में करार होने की संभावना ।,0054,Hin,m
13,"मुख्यमंत्री कमलनाथ को यह स्पष्ट करना चाहिए कि प्रदेश सरकार किसके एजेंडे पर चल रही है? कांग्रेस के एजेंडे पर या मुख्यमंत्री कमलनाथ के एजेंडे पर या फिर पूर्व मुख्यमंत्री दिग्विजय सिंह के एजेंडे पर चल रही है, जो इन दिनों सुपर सीएम की तरह हर मामले में दखलंदाजी कर रहे हैं ।",0054,Hin,m
14,"इसके लिए भाजपा ने पूरे देश में भारत के मन की बात, मोदी के साथ अभियान शुरू किया है ।",0054,Hin,m
15,शास्त्रों के ज्ञाता शुक्राचार्य ने अपनी शुक्र नीति में जीवन को सफल बनाने के कई तरीके बताए हैं वे कहते हैं कि संसार में भरोसा बहुत जरूरी है।,0054,Hin,m
16,"चुनाव पर अटकलें जारी हैं, लेकिन चुनाव आयोग ने कहा है और मीडिया से अनुरोध किया है कि घोषणा से पूर्व मीडिया चुनाव की तारीखें न दे, इससे भ्रम पैदा होगा।",0054,Hin,m
17,इससे देवी-देवता हमारे घर की ओर आकर्षित होते हैं।,0054,Hin,m
18,इससे किसी बच्चे की एक साल की किताबें खरीदी जा सकती हैं।,0054,Hin,m
19,"एक   सौ ग्यारह एक  पदों के लिए हो रही इस भर्ती में पहुंचे बिलाल अहमद ने कहा- हमें परिवार ओर देश की सेवा का मौका मिलेगा, कोई और क्या चाह सकता है?",0054,Hin,m
20,इनमें एक पुलवामा हमले का मास्टरमाइंड कामरान भी शामिल था।,0054,Hin,m
21,बची हुई सामग्री का दान कर देवी गंगा से फिर बुलाने का निवेदन कर अपने घर जाते हैं।,0054,Hin,m
22,शिखर सम्मेलन के दौरान मोहम्मद बिन सलमान अमेरिकी राष्ट्रपति डोनाल्ड ट्रम्प और उनकी बेटी इवांका ट्रम्प से भी मिले।,0054,Hin,m
23,"खूब छक कर खाया, अब चलता हूं।' बंदर ने उसे दूसरे दिन भी आने का न्यौता दे दिया।",0054,Hin,m
24,मगर दूसरे दिन आया। बंदर ने उसे फिर फल खिलाए। इस तरह बंदर और मगर में दोस्ती जमने लगी।,0054,Hin,m
25,"मगर रोज आता दोनों फल खाते-खिलाते, गपशप मारते। बंदर तो यूं भी अकेला रहता था।",0054,Hin,m
26,उसे मगर से दोस्ती कर बड़ा मजा आया। उसका अकेलापन दूर हुआ। एक साथी मिला।,0054,Hin,m
27,"एक दिन बातों-बातों में पता लगा कि मगर का घर नदी के दूसरे तट पर हैं, जहां उसकी पत्नी भी रहती हैं।",0054,Hin,m
28,"यह जानते ही बंदर ने उलाहना दिया 'मगर भाई, तुमने इतने दिन मुझे भाभीजी के बारे में नहीं बताया मैं अपनी भाभीजी के लिए रसीले फल देता।",0054,Hin,m
29,तुम भी अजीब हो अपना पेट भरते रहे और मेरी भाभी के लिए कभी फल लेकर नहीं गए।,0054,Hin,m
30,उस शाम बंदर ने मगर को जाते समय ढेर सारे फल चुन-चुनकर दिए।,0054,Hin,m
31,अपने घर पहुंचकर मगरमच्छ ने वह फल अपनी पत्नी को दिए।,0054,Hin,m
32,मादा मगरमच्छ ने वह स्वादिष्ट फल खाए और बहुत खुश हुई।,0054,Hin,m
33,मगर ने उसे अपने मित्र के बारे में बताया। पत्नी को विश्वास न हुआ।,0054,Hin,m
34,"वह बोली 'जाओ, मुझे बना रहे हो। बंदर की भी कभी किसी मगर से दोस्ती हुई है?'",0054,Hin,m
35,मगर ने यकीन दिलाया 'यकीन करो भाग्यवान! वर्ना सोचो यह फल मुझे कहां से मिलें? मैं तो पेड़ पर चढ़ने से रहा।',0054,Hin,m
36,मादा मगर को यकीन करना पड़ा। उस दिन के बाद उसे रोज बंदर के भेजे फल खाने को मिलने लगे।,0054,Hin,m
37,"वह स्वभाव से बुरी थी। एक दिन उसका दिल मचल उठा 'जो बंदर इतने रसीले फल खाता हैं,उसका कलेजा कितना स्वादिष्ट होगा?' अब वह अजीब-अजीब सोचने लगी।",0054,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0055,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0055,Hin,m
3,भाजपा अब कुशाभाऊ ठाकरे वाली पार्टी नहीं- गौर   ।,0055,Hin,m
4,उन्हें महज नौ सौ नौ वोट ही मिले थे ।,0055,Hin,m
5,"साथ में आंगनबाड़ी की भी व्यवस्था है, जहां छोटे बच्चों को तमाम तरह के गेम्स भी खिलाए जाते हैं।",0055,Hin,m
6,इसलिए चंद्रमा का दैविय प्रभाव बढ़ जाता है।,0055,Hin,m
7,माघ पूर्णिमा पर चंद्रमा के दर्शन और पूजा करने से रोग खत्म होते हैं।,0055,Hin,m
8,ये तो हम स्वीकार नहीं कर सकते हैं ।,0055,Hin,m
9,इस वर्ल्ड कप में सोलह  ओलिंपिक कोटा हैं।,0055,Hin,m
10,"चौदह  फरवरी को सभी प्रतिनिधि वासुदेवानंद सरस्वती महाराज, महामंडलेश्वर पूज्य स्वामी रघुनाथदास जी महाराज एवं महामंडलेश्वर पूज्य स्वामी यतिंद्रानंद गिरी महाराज के नेतृत्व में शोभायात्रा के साथ संगम पर स्नान करने जाऐंगे।",0055,Hin,m
11,दो बार की राष्ट्रीय पदक विजेता निखत का यह दूसरा अंतरराष्ट्रीय पदक है।,0055,Hin,m
12,इसीलिए पूर्णिमा तिथि की रात देवी-देवताओं के स्वागत के लिए घर के आसपास पाँच जगहों पर दीपक जलाना चाहिए।,0055,Hin,m
13,"खबर है कि विश्वजीत पश्चिम बंगाल की ऐसी किसी सीट से चुनाव लड़ सकते हैं, जहां भाजपा किसी लोकप्रिय चेहरे के रूप में उम्मीदवार के रूप में मैदान में उतरना चाहती है ।",0055,Hin,m
14,इसका सबसे बड़ा उदाहरण एकता कपूर के प्रोडक्शन हाउस का सीरियल नागिन है।,0055,Hin,m
15,परिषद के अध्यक्ष महंत नरेंद्र गिरि ने बताया था कि पूर्व सीएम दोपहर एक बजे मठ पहुंचने वाले थे।,0055,Hin,m
16,"मुख्य शोधकर्ता डॉ. एटीन सिबली के मुताबिक, वर्तमान में डिप्रेशन और मेंटल डिसऑर्डर के कारण कम हुई याददाश्त वापस लाने वाली कोई दवा नहीं है।",0055,Hin,m
17,शव को स्थानीय पुलिस को सुपुर्द कर दिया गया।,0055,Hin,m
18,खास बात यह है कि वीएफएक्स का प्रति एपिसोड होने वाला खर्च कई सीरियल्स के टॉप एक्टर्स की प्रतिदिन की फीस से ज्यादा है।,0055,Hin,m
19,अल्लाह आपकी शहादत कुबूल करे ।  मिसिंग यू भाई ।,0055,Hin,m
20,फिर उन्होंने हंसते हुए प्रियंका से कहा कि अपनी जड़ों को मत भूलो ।,0055,Hin,m
21,तहसीन ने लिखा था- अल्लाह आपको सलामत रखे ।,0055,Hin,m
22,उनके द्वारा दी जाने वाली सजा में प्रकृति भी समृद्ध होती है।,0055,Hin,m
23,एक दिन शाम को मगर घर आया तो उसने पत्नी को कराहते पाया।,0055,Hin,m
24,पूछने पर वह बोली 'मुझे एक खतरनाक बीमारी हो गई है।,0055,Hin,m
25,वैद्यजी ने कहा हैं कि यह केवल बंदर का कलेजा खाने से ही ठीक होगी। तुम अपने उस मित्र बंदर का कलेजा ला दो।',0055,Hin,m
26,मगर सन्न रह गया। वह अपने मित्र को कैसे मार सकता है?,0055,Hin,m
27,"न-न, यह नहीं हो सकता।",0055,Hin,m
28,मगर को इनकार में सिर हिलाते देखकर वह जोर से रोने,0055,Hin,m
29,लगी 'तो फिर मैं मर जाऊंगी। तुम्हारी बला से और मेरे पेट में तुम्हारे बच्चे हैं।,0055,Hin,m
30,"वे भी मरेंगे। हम सब मर जाएंगे। तुम अपने बंदर दोस्त के साथ खूब फल खाते रहना। हाय रे, मर गई… मैं मर गई।'",0055,Hin,m
31,पत्नी की बात सुनकर मगर सिहर उठा। बीवी-बच्चों के मोह ने उसकी अक्ल पर पर्दा डाल दिया।,0055,Hin,m
32,"वह अपने दोस्त से विश्वासघात करने, उसकी जान लेने चल पड़ा।",0055,Hin,m
33,मगरमच्छ को सुबह-सुबह आते देखकर बंदर चकित हुआ।,0055,Hin,m
34,"कारण पूछने पर मगर बोला 'बंदर भाई, तुम्हारी भाभी बहुत नाराज हैं।",0055,Hin,m
35,"कह रही हैं कि देवरजी रोज मेरे लिए रसीले फल भेजते हैं, पर कभी दर्शन नहीं दिए।",0055,Hin,m
36,सेवा का मौका नहीं दिया। आज तुम न आए तो देवर-भाभी का रिश्ता खत्म।,0055,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0056,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0056,Hin,m
3,इसके लिए पूरे देश को एकसाथ आने की जरुरत है ।,0056,Hin,m
4,उनके विधायकों में बगावत के सुर दिखाई दे रहे हैं ।,0056,Hin,m
5,सोनिया गांधी के साथ राहुल गांधी भी स्टेडियम में मौजूद थे।,0056,Hin,m
6,"लेकिन कांग्रेस इस आयोजन पर भी सिर्फ राजनीति करने के लिए सवाल उठाती रही, जबकि अभियान को अंतरराष्ट्रीय स्तर पर सराहा गया था ।",0056,Hin,m
